media	title	num_likes	uri	entities
morgenpost.de	Senat startet Postkartenaktion "Nein heißt Nein"	71	https://www.morgenpost.de/berlin/article209104129/Senat-startet-Postkartenaktion-Nein-heisst-Nein.html
stylebook.de	Für mehr Sicherheit | Jetzt kommt die Sporthose mit Vorhängeschloss	68	http://m.stylebook.de/artikel/jetzt-kommt-die-safe-shorts-fuer-sicherheit-beim-joggen-859886.html?&forceMobile=1	seilz;sandra;panty;pomer;euro
DIE WELT	Köln Hauptbahnhof: Mann übergießt sich und Polizisten mit Benzin	67	https://www.welt.de/vermischtes/article160603607/Mann-uebergiesst-sich-und-Polizisten-mit-Benzin.html?utm_source=dlvr.it&utm_medium=twitter	köln;benzin;juschten;whatsapp;fanny
blick.ch	Frank A. Meyer: Deutscher Winter 2016	67	http://www.blick.ch/news/politik/fam/frank-a-meyer-deutscher-winter-2016-id5948428.html	deutschland;berlin;angela;all;merkel
Berliner Zeitung	Solidaritäts-Marsch von Berlin in Richtung Aleppo	65	http://www.berliner-zeitung.de/berlin/solidaritaets-marsch-von-berlin-in-richtung-aleppo-25374560
Epoch Times	De Maizière: Muslimische Verbände müssen gegen Radikalisierung kämpfen	65	http://www.epochtimes.de/politik/deutschland/de-maiziere-muslimische-verbaende-muessen-gegen-radikalisierung-kaempfen-a2012503.html	maizière;deutschland;times31;epoch;images
krone.at	Afghane sticht in OÖ auf Bibelvorleserin ein	63	http://www.krone.at/phone/kmm__1/story_id__546293/sendung_id__32/story.phtml
Politically Incorrect	NO_TITLE	62	http://www.pi-news.net/2016/12/bild-appell-an-fluechtlinge-auf-arabisch/	
Epoch Times	Terrorgruppen vergiften Wasser mit Diesel: Syrische Hauptstadt seit drei Tagen ohne Wasser	61	http://www.epochtimes.de/politik/welt/terrorgruppen-vergiften-wasser-mit-diesel-syrische-hauptstadt-seit-drei-tagen-ohne-wasser-a2008826.html	damaskus;afp;rascha;epoch;images
Facebook	BILD-Appell an „Flüchtlinge“ auf arabisch	61	https://www.facebook.com/events/883906018323141/
