media	title	num_likes	uri	entities
Contra Magazin	Zum Treppentreter von Neukölln: Entgleitet der Kanzlerin die Welt?	4	https://www.contra-magazin.com/2016/12/zum-treppentreter-von-neukoelln-entgleitet-der-kanzlerin-die-welt/	deutschland;merkel;washington;martin;wenzel
Facebook	Leistungsabbau im Gymnasium in Niedersachsen 2016!	4	https://www.facebook.com/Schule.und.Bildungspolitik.in.der.Kritik/photos/a.391461757910245.1073741830.387755994947488/414866592236428/?type=3&theater
DIE WELT	Nigel Farage: „Der Brexit war der erste Stein, der aus der Mauer brach“	4	https://www.welt.de/politik/ausland/article160071342/Der-Brexit-war-der-erste-Stein-der-aus-der-Mauer-brach.html	italien;trump;farage;nigel;italiens
FOCUS Online	Flüchtlingskrise: Flüchtlinge liefern sich mehrere Massenschlägereien	3	http://focus.de/6317971	schweiz;marokko;ceuta;baden-württemberg;brüssel
Youtube	Live. Merkel verliert stark an Zustimmung nur mehr 89 % Zustimmung	3	https://www.youtube.com/watch?v=KSUCaUDAQ18&feature=youtu.be	youtube
Facebook	Alarmierend: Deutschland nahm dieses Jahr mehr Asylanträge an – als die ganze übrige Welt zusammen.	3	https://www.facebook.com/Dr.Bernd.Baumann/videos/vb.1679743389020111/1723341097993673/?type=2&theater
presseportal.de	POL-HH: 161204-7. 81-jähriger Taxifahrer von Fahrgästen ausgeraubt	3	http://www.presseportal.de/blaulicht/pm/6337/3501614	hamburg;speckenreye;billstedt;krü;hamburg-horn
Facebook	Volkes Stimme - Der Polizist	3	https://www.facebook.com/DeutschlandHeimatVaterland/videos/528114330729745/
Youtube	Spendenaufruf von Jörg Meuthen	3	https://www.youtube.com/watch?v=7tO9AWBZnnE	youtube
DIE WELT	U-Bahn-Tritt in Berlin-Neukölln: Warum es so lange keine Öffentlichkeitsfahndung gab	3	https://www.welt.de/vermischtes/article160096855/Warum-es-so-lang-keine-Oeffentlichkeitsfahndung-gab.html	bvg;wenzel;reetz;torben;berlin
aktiencheck.de	AfD-Vize Gauland: Die doppelte Staatsbürgerschaft ist falsch!	3	http://www.aktiencheck.de/exklusiv/Artikel-AfD_Vize_Gauland_doppelte_Staatsbuergerschaft_ist_falsch-7593905	merkel;gauland;cdu;deutschland;alexander
Youtube	Angela Merkel: Hat sie das wirklich gesagt? ☛ Teil 2 ☚	3	https://www.youtube.com/watch?v=wzUebalc-JY	youtube
STERN.de	Vergewaltigungen in Bochum: Polizei nimmt irakischen Flüchtling fest	3	http://www.stern.de/panorama/vergewaltiger-von-bochum--polizei-nimmt-irakischen-fluechtling-fest-7227090.html?utm_campaign=artikel-header&utm_medium=share&utm_source=facebook	bochum;irak;bochums;dpa
nordkurier.de	Zweifel an den Zahlen: Hat die Polizei die Kriminalstatistik gefälscht?	3	http://www.nordkurier.de/brandenburg/hat-die-polizei-die-kriminalstatistik-gefaelscht-205811003.html	brandenburgs;ralf;feuring;holzschuher;michael
merkur.de	Landgericht fällt Urteil: Sansibarer (42) muss vier Jahre in Haft	3	http://www.merkur.de/lokales/region-tegernsee/tegernsee-ort29547/landgericht-faellt-urteil-sansibarer-42-muss-vier-jahre-in-haft-7011969.html	rumänien;balkan;sansibar;münchen;deutschland
