media	title	num_likes	uri	entities
philosophia-perennis.com	Sexuelle Gewalt durch Migranten: Eine Frau spricht über ihre Erfahrungen	85	https://philosophia-perennis.com/2017/01/10/opfern-ein-gesicht-geben/	date;david;lasst;donalds;deutschland
n-tv.de	Fußfesseln für Gefährder: De Maizière und Maas einigen sich	77	http://www.n-tv.de/politik/De-Maiziere-und-Maas-einigen-sich-article19517061.html	amri;maizière;untersuchungsausschuss;spd;anis
berliner-kurier.de	Ermittler-Azubis rasten aus: Wilde Schlägerei an Berliner Polizeiakademie	75	http://www.berliner-kurier.de/berlin/polizei-und-justiz/ermittler-azubis-rasten-aus-wilde-schlaegerei-an-polizeiakademie-25499936	berlins;berliner;facebook;kurier
krone.at	Merkel kündigt "nationale Kraftanstrengung" an - Bei Abschiebungen	75	http://www.krone.at/welt/merkel-kuendigt-nationale-kraftanstrengung-an-bei-abschiebungen-story-547863	wien;mediengesetz;bzw;multimedia;ecg
einwanderungskritik.de	No-Go-Areas in Westeuropa: Eine Übersichtskarte	75	http://einwanderungskritik.de/no-go-areas-in-westeuropa-eine-uebersichtskarte/	euro;maps;westeuropa
handelsblatt.com	Rainer Wendt: Prominente Wahlkampfhilfe für die CDU	72	http://www.handelsblatt.com/politik/deutschland/rainer-wendt-prominente-wahlkampfhilfe-fuer-die-cdu/14996194.html	cdu;wendt;merkel;angela;csu
suedtirolnews.it	Italienische Küstenwache rettete 550 Flüchtlinge	72	https://www.suedtirolnews.it/italien/italienische-kuestenwache-rettete-550-fluechtlinge	europa
Junge Freiheit	Grünen-Mitglied fordert Talkshow-Verbot für Rainer Wendt	72	https://jungefreiheit.de/politik/deutschland/2017/gruenen-mitglied-fordert-talkshow-verbot-fuer-rainer-wendt/
wochenblick.at	Asylwerber prügelt Mann ins Koma und erhält Gratis-Psychiater	71	https://www.wochenblick.at/asylwerber-pruegelt-mann-ins-koma-und-erhaelt-gratis-psychiater/	sch;euro;schmerzensgeld;sch.;flickr
mopo.de	Brutal und feige: 20-Jähriger hinterrücks mit Messer attackiert	68	http://www.mopo.de/hamburg/polizei/brutal-und-feige-20-jaehriger-hinterruecks-mit-messer-attackiert-25541076	bramfeld;wandsbek;röer;marius
Junge Freiheit	„Zivilcourage soll kriminalisiert werden“	66	https://jungefreiheit.de/politik/deutschland/2017/zivilcourage-soll-kriminalisiert-werden/	oelsner;krah;detlef;stiehl;görlitz
bazonline.ch	Vor allem Wirtschaftsflüchtlinge	64	http://bazonline.ch/schweiz/standard/vor-allem-wirtschaftsfluechtlinge/story/26663861	eritrea;sommaruga;schweiz;arb;béglé
Youtube	Belgium: Far-right activists rally against Merkel receiving honourary doctorate	63	https://www.youtube.com/watch?v=Z-Y47k8Pvrc	and;merkel;university;geert;michel
Politically Incorrect	NO_TITLE	63	http://www.pi-news.net/2016/09/cdu-minister-moscheen-bauen-aber-nicht-jetzt/	
journalistenwatch.com	Wir haben Angst, dass sie uns lynchen!	62	http://www.journalistenwatch.com/2016/12/31/wir-haben-angst-dass-sie-uns-lynchen/	inversini;mailands;cristo;nordafrika;francesco
waz.de	24-Jähriger muss für Vergewaltigung über drei Jahre in Haft	58	http://www.waz.de/staedte/duisburg/24-jaehriger-muss-fuer-vergewaltigung-ueber-drei-jahre-in-haft-id209243773.html	duisburg;ghana;adolph-kolping-schule;malsch;bodo
FOCUS Online	Weise: Flüchtlinge mit gefälschten Papieren nicht automatisch Betrüger	55	http://m.focus.de/politik/deutschland/frank-juergen-weise-ex-bamf-chef-fluechtlinge-mit-gefaelschten-papieren-nicht-automatisch-betrueger_id_6453397.html	focus;frank-jürgen;berlin;bzw;usw
Politically Incorrect	Spiegel-Journalistin feiert Udo Ulfkottes Tod	50	http://www.pi-news.net/2017/01/spiegel-journalistin-feiert-udo-ulfkottes-tod/
metropolico.org	»Air Berlin« sperrt Werbung bei »Breitbart« und »Junge Freiheit«	49	http://www.metropolico.org/2017/01/11/air-berlin-sperrt-werbung-bei-breitbart-und-junge-freiheit/	air;berlin;breitbart;saskia;esken
Facebook	NO_TITLE	49	https://www.facebook.com/events/1707561692858315/	
Junge Freiheit	Sexueller Übergriff: Polizei fahndet nach Afrikanern	47	https://jungefreiheit.de/politik/deutschland/2017/sexueller-uebergriff-polizei-fahndet-nach-afrikanern/	georg;hamburg;dpa
Politically Incorrect	Kolonisationsbehörde DITIB gibt Spionage zu	41	http://www.pi-news.net/2017/01/kolonisationsbehoerde-ditib-gibt-spionage-zu/#more-550605
polizeibericht-dresden.de	Polizeibericht Dresden: 01.10.2016 - Versuchter Raub auf der Grunaer Straße - Öffentlichkeitsfahndung	35	https://www.polizeibericht-dresden.de/bericht/23746	dresden
Epoch Times	Pistorius: In Sicherheitsdebatte "nicht ständig hyperventilieren"	35	http://www.epochtimes.de/politik/deutschland/pistorius-in-sicherheitsdebatte-nicht-staendig-hyperventilieren-a2020695.html	pistorius;deutschland;times10;marshall;niedersachsens
Junge Freiheit	Brandenburg schiebt kaum ab	34	https://jungefreiheit.de/politik/deutschland/2017/brandenburg-schiebt-kaum-ab/	brandenburg;jung;eisenhüttenstadt;potsdam;thomas
