media	title	num_likes	uri	entities
Facebook	+++ Und es geht noch weiter - Putin gibt Obama und dessen #KÜCHENDIPLOMATIE volle freundliche Breitseite! +++	6	https://www.facebook.com/220982371426073/photos/a.220998128091164.1073741828.220982371426073/635969796593993/?type=3&theater
Facebook	Nach dem Anschlag auf den Berliner Weihnachtsmarkt kommt die bislang größte Einzelspende für die Opfer und deren Familien von der US-Band "OneRepublic".	6	https://www.facebook.com/tagesschau/photos/a.10151270623184407.483303.193081554406/10154924150149407/?type=3
tagesspiegel.de	AfD gewinnt rund 4000 Mitglieder hinzu	5	http://www.tagesspiegel.de/politik/parteien-in-deutschland-afd-gewinnt-rund-4000-mitglieder-hinzu/19184670.html	spd;cdu;csu;fdp;afd
Facebook	Hier meine alternative "Neujahrsansprache".	5	https://www.facebook.com/festnicolaus/videos/1452111738155842/?pnref=story
Facebook	Aufgrund vieler Nachfragen gibt es die Neujahrsansprache Frauke Petrys nun auch in besserer Qualität.	5	https://www.facebook.com/tv.afd/?ref=ts&fref=ts	türkei;deutschland;erdogan;gülen;rheinland-pfalz
Facebook	Dr.Frauke.Petry	5	https://www.facebook.com/Dr.Frauke.Petry/?ref=ts&fref=ts	deutschland;petry;frauke;faz;bka
Facebook	NO_TITLE	5	https://www.facebook.com/alternativefuerde/?fref=ts	erhard;ludwig;münchau;gabriel;deutschland
dailysabah.com	Bundespräsident Gauck entschuldigt sich beim Imam	5	http://www.dailysabah.com/deutsch/politik/2016/10/05/bundespraesident-gauck-entschuldigt-sich-beim-imam
Youtube	Бьёрн Хёке (АдГ): Интервью российскому телевидению. (Вести, 25.12.2016) - YouTube	5	https://www.youtube.com/watch?v=M1K5AZpd2t0	youtube
journalistenwatch.com	Hamed Abdel-Samad hat ein paar Fragen an die Bundeskanzlerin und den Innenminister	5	http://www.journalistenwatch.com/2016/12/28/hamed-abdel-samad-hat-ein-paar-fragen-an-die-bundeskanzlerin-und-den-innenminister/	deutschland;amri;hamburg;ansbach;würzburg
Facebook	Russian troops deliver gifts to school children in Aleppo	5	https://m.facebook.com/story.php?story_fbid=1584288481586845&id=552738918075145
Facebook	Marine Le Pen	5	https://www.facebook.com/MarineLePen/
DIE WELT	AfD: Alexander Gauland will „Mohrenköpfe“ und „Zigeunerschnitzel“ rehabilitieren	5	https://www.welt.de/politik/deutschland/article160709825/AfD-will-Mohrenkopf-und-Zigeunerschnitzel-rehabilitieren.html	gauland;alexander;afd;autoplay
ZUERST!	Französischer Vor-Wahlkampf: Alle kritisieren die deutsche Zuwanderungspolitik	5	http://zuerst.de/2016/12/29/franzoesischer-vor-wahlkampf-alle-kritisieren-die-deutsche-zuwanderungspolitik/	valls;larrivé;europas;merkel;merkels
ZUERST!	Kein Vergessen, kein Vergeben: Trump fordert zu Entschlossenheit im Kampf gegen den Terror auf	4	http://zuerst.de/2016/12/26/kein-vergessen-kein-vergeben-trump-fordert-zu-entschlossenheit-im-kampf-gegen-den-terror-auf/	trump;washington;deutschland;international;usa
Junge Freiheit	Die Wacht am Rhein	4	https://jungefreiheit.de/debatte/kommentar/2016/die-wacht-am-rhein-2/	köln;afd;deutschland;oberhausen;düsseldorf
DIE WELT	Udo Di Fabio über Leitkultur: „Umerziehungsprogramm für Einwanderer wird nicht funktionieren“	4	https://www.welt.de/politik/deutschland/article160639712/Umerziehungsprogramm-fuer-Einwanderer-wird-nicht-funktionieren.html	fabio;merkel;csu;angela;seehofer
Epoch Times	EU-weite Umverteilung: "Bis zu 1000 Personen monatlich" - Bundesregierung beschleunigt Aufnahme von Flüchtlingen	4	http://www.epochtimes.de/politik/deutschland/eu-weite-umverteilung-bundesregierung-zieht-tempo-bei-aufnahme-von-fluechtlingen-an-bis-zu-1000-personen-monatlich-a2011051.html	deutschland;griechenland;italien;frankreich;epoch
wochenblick.at	Silvester in Dortmund: „Allahu Akbar“ und Kirchenbrand	4	https://www.wochenblick.at/silvester-in-dortmund-allahu-akbar-und-kirchenbrand/	dortmund;leeds;frankreich;würzburg;bandermann
Deutsche Wirtschaftsnachrichten	Soros: Angela Merkel hat Zerfall der EU ausgelöst	4	https://deutsche-wirtschafts-nachrichten.de/2016/12/29/soros-angela-merkel-hat-zerfall-der-eu-ausgeloest/	soros;angela;merkel;deutschland;putin
afd-schleswig-holstein.de	Spenden Sie! - AfD Schleswig-Holstein	4	https://www.afd-schleswig-holstein.de/index.php/mitmachen/spenden-sie
Facebook	Endlich macht mal da oben jemand sein Maul auf.	4	https://www.facebook.com/derwache/videos/694762870688735/
bilderbergmeetings.org	Bilderberg Meetings	4	http://bilderbergmeetings.org/	bilderberg;north;faq;germany
