media	title	num_likes	uri	entities
DIE WELT	CDU und SPD wollen Bundestagswahl 2017 am 24. September	9366	https://www.welt.de/politik/deutschland/article160960006/Koalition-einigt-sich-auf-Termin-fuer-Bundestagswahl.html	angela;friedrich;daniel;gabriel;merkel
huffingtonpost.de	Gauland im ZDF-"Morgenmagazin": Mit dieser Frage erwischte Dunja Hayali den AfD-Vize auf dem falschen Fuß	8645	http://www.huffingtonpost.de/2017/01/06/mit-dieser-frage-erwischt_n_13995830.html	bots;social;gauland;afd;hayali
Spiegel Online	AfD will im Wahlkampf Social Bots einsetzen	8645	http://www.spiegel.de/netzwelt/netzpolitik/afd-will-im-wahlkampf-social-bots-einsetzen-a-1117707.html	bots;afd;hmm;social
DIE WELT	FC Bayern: Uli Hoeneß attackiert AfD scharf	4917	https://www.welt.de/sport/fussball/bundesliga/fc-bayern-muenchen/article160743855/Uli-Hoeness-attackiert-AfD-und-deutsche-Russland-Haltung.html	hoeneß;russland;afd;uli;bayern
FAZ	Sozialbetrug durch Asylbewerber in Niedersachsen	3807	http://www.faz.net/aktuell/politik/inland/sozialbetrug-durch-asylbewerber-in-niedersachsen-14602033.html	reinhard;bingener;niedersachsen;soko;braunschweig
FOCUS Online	NRW-Innenausschuss zu Anis Amri: Ralf Jäger in der Defensive	3806	http://www.focus.de/politik/deutschland/sondersitzung-zu-berlin-attentat-im-news-ticker-behoerdenversagen-im-fall-amri-jetzt-spricht-innenminister-jaeger_id_6450461.html	amri;jäger;berlin;nrw;amris
dejure.org	§ 15 AsylG Allgemeine Mitwirkungspflichten	3806	https://dejure.org/gesetze/AsylG/15.html	tipp
gesetze-im-internet.de	Asylgesetz (AsylG): § 16 Sicherung, Feststellung und Überprüfung der Identität	3806	https://www.gesetze-im-internet.de/asylvfg_1992/__16.html
STERN.de	Sparkassen-Mitarbeiter als AfD-Fan benannt: Wird Christopher Lauer vor Gericht zitiert?	3650	http://www.stern.de/politik/deutschland/christopher-lauer-stellt-afd-anhaenger-via-twitter-bloss--wird-er-vor-gericht-gezerrt--7268374.html	uwe;lauer;mail;lauers;christopher
FAZ	F.A.Z. exklusiv : De Maizière fordert einen stärkeren Staat	2713	http://www.faz.net/aktuell/politik/inland/f-a-z-exklusiv-de-maiziere-fordert-einen-staerkeren-staat-14601999.html	maizière;berlin;bka;heiko;deutschland
