media	title	num_likes	uri	entities
Politically Incorrect	Wien: IB-Chef nimmt Stellung zu Schussdrama	120	http://www.pi-news.net/2017/02/wien-ib-chef-nimmt-stellung-zu-schussdrama/
FOCUS Online	Migration: Oppermann: Flüchtlinge nach Nordafrika zurückbringen	117	http://m.focus.de/politik/deutschland/migration-oppermann-fluechtlinge-nach-nordafrika-zurueckbringen_id_6599353.html
DIE WELT	Verfassungsschutz: Muslimbruderschaft breitet sich in Sachsen aus	113	https://www.welt.de/politik/deutschland/article161804136/Muslimbruderschaft-breitet-sich-in-Sachsen-weiter-aus.html
Epoch Times	Schleusern ihr "schmutziges Handwerk" legen: Europaweiter Schlag gegen Schleuserbanden	110	http://www.epochtimes.de/politik/europa/schleusern-ihr-schmutziges-handwerk-legen-europaweiter-schlag-gegen-schleuserbanden-a2038514.html
Youtube	PEGIDA 30.1.2017	110	https://youtu.be/OavwpmYDdV0
theguardian.com	Japan says it must look after its own before allowing in Syrian refugees	107	https://www.theguardian.com/world/2015/sep/30/japan-says-it-must-look-after-its-own-before-allowing-syrian-refugees-in
Epoch Times	De Maizière fordert intensive Überwachung von Moscheen in Deutschland: "Es gibt Moscheen, in denen Hass gepredigt wird"	107	http://www.epochtimes.de/politik/deutschland/de-maiziere-fordert-intensive-ueberwachung-von-moscheen-in-deutschland-es-gibt-moscheen-in-denen-hass-gepredigt-wird-a2039152.html
pegida.de	30.01.2017 PEGIDA live vom Postplatz	103	http://livestream.pegida.de
Youtube	30.01.2017 PEGIDA live vom Postplatz	103	https://www.youtube.com/watch?v=5ofqWpPH4FY
journalistenwatch.com	Wegen Islamterrors: Erster Karnevalsumzug abgesagt!	102	http://www.journalistenwatch.com/2017/02/02/wegen-islam-terror-erster-karnevalsumzug-abgesagt/
metropolico.org	»Islam ist eine postchristliche Erscheinung«	95	http://www.metropolico.org/2017/01/30/islam-ist-eine-postchristliche-erscheinung/
Epoch Times	Ein "weitverzweigtes salafistisches Netzwerk zerschlagen": Großrazzia gegen islamistische Szene in Hessen	95	http://www.epochtimes.de/politik/deutschland/ein-weitverzweigtes-salafistisches-netzwerk-zerschlagen-grossrazzia-gegen-islamistische-szene-in-hessen-a2038085.html
Rheinische Post	Sicherheit im Karneval: Kleine Vereine leiden unter Sicherheitsvorkehrungen	91	http://www.rp-online.de/nrw/panorama/sicherheit-im-karneval-kleine-vereine-leiden-unter-sicherheitsvorkehrungen-aid-1.6573437	
Politically Incorrect	HH: Polizist schießt auf bewaffneten Ghanaer – Linkspresse macht aus Angreifer ein „Opfer“	90	http://www.pi-news.net/2017/02/hh-polizist-schiesst-auf-bewaffneten-ghanaer-linkspresse-macht-aus-angreifer-ein-opfer/
Politically Incorrect	Polizei NRW: Flüchtlinge sollen Karneval meiden	88	http://www.pi-news.net/2017/02/polizei-nrw-fluechtlinge-sollen-karneval-meiden/#more-553659
euronews.com	Razzia in Berlin: 3 mutmaßliche IS-Anhänger festgenommen	85	http://de.euronews.com/2017/02/01/razzia-in-berlin-3-mutmassliche-is-anhaenger-festgenommen
klapsmuehle-online.de	Warum die Bundestagswahl 2017 nichts ändern wird	79	http://klapsmuehle-online.de/warum-die-bundestagswahl-2017-nichts-aendern-wird
morgenpost.de	Köln verhängt Lkw-Fahrverbot während der Karnevalsumzüge	77	http://m.morgenpost.de/vermischtes/article209500113/Koeln-verhaengt-Lkw-Fahrverbot-waehrend-der-Karnevalsumzuege.html?utm_source=dlvr.it&utm_medium=twitter
thueringen24.de	Flüchtlinge: Massenschlägerei in Gothaer Schlosspark	75	http://www.thueringen24.de/thueringen/article209455069/Massenschlaegerei-in-Gothaer-Schlosspark-Polizei-sucht-Zeugen.html
Ein Prozent für unser Land	CORRECTIV: Das Zensurwerkzeug der Elite	68	https://einprozent.de/correctiv-das-zensurwerkzeug-der-elite/
Politically Incorrect	Uni-München: Sextäter türkischer Abstammung	68	http://www.pi-news.net/2017/01/uni-muenchen-sextaeter-tuerkischer-abstammung/
metropolico.org	»TKKG« "Ein  Fall für die Jugend-Prawda bento"	68	http://www.metropolico.org/2017/01/30/tkkg-ein-fall-fuer-die-jugend-prawda-bento/
noz.de	So will die EU den Flüchtlingsstrom stoppen	66	http://www.noz.de/deutschland-welt/politik/artikel/844981/so-will-die-eu-den-fluechtlingsstrom-stoppen#gallery&0&0&844981
sachsen.de	Polizeidirektion Chemnitz - Verletzte nach Auseinandersetzung vor Imbiss	65	https://www.polizei.sachsen.de/de/MI_2017_47552.htm
krone.at	Massenfestnahme von Flüchtlingen in Wien - Bewaffnet versammelt	65	http://www.krone.at/oesterreich/massenfestnahme-von-tschetschenen-in-wien-bewaffnet-versammelt-story-552376
