media	title	num_likes	uri	entities
merkur.de	Ungarns Ministerpräsident Viktor Orban bietet Asyl für „Opfer“ des westlichen Liberalismus an	612	https://www.merkur.de/politik/ungarns-ministerpraesident-viktor-orban-bietet-asyl-fuer-opfer-westlichen-liberalismus-an-zr-7385466.html
krone.at	Ungarn nimmt Flüchtlingen die Bewegungsfreiheit - Container geplant	462	http://www.krone.at/welt/ungarn-nimmt-fluechtlingen-die-bewegungsfreiheit-container-geplant-story-553318
Youtube	Lutz Bachmann zur Klagevorbereitung gegen Schrott auf Neumarkt	452	https://www.youtube.com/watch?v=TOodEjvCECE
Politically Incorrect	PI wirkt: Medien berichten über Terrorbusse – Abbau „aus Umweltschutzgründen“ geplant?	419	http://www.pi-news.net/2017/02/pi-wirkt-medien-berichten-ueber-terrorbusse-abbau-aus-umweltschutzgruenden-geplant/
sz-online.de	Wer baute die Straßensperre von Aleppo? 	384	http://m.sz-online.de/nachrichten/wer-baute-die-strassensperre-von-aleppo-3608706.html
dw.com	Viele Europäer wollen keine Muslime	373	http://www.dw.com/de/viele-europ%C3%A4er-wollen-keine-muslime/a-37475623
Facebook	+++GRÄBER-AKTION IN DRESDEN+++	342	https://www.facebook.com/IBDresden/
Facebook	2017- Jahr der Entscheidung!	295	https://www.facebook.com/events/1297152590350258/
Facebook	Alexander Hold - Dackel krank? Papa hat Langeweile? Sonst noch was?	271	https://m.facebook.com/story.php?story_fbid=1356684831040955&id=738902382819206
Politically Incorrect	Nach zwei Tagen offline: Wir sind wieder da!	268	http://www.pi-news.net/2017/02/nach-zwei-tagen-offline-wir-sind-wieder-da/
Politically Incorrect	Dresden: Schrott-Busse stehen vor Frauenkirche	267	http://www.pi-news.net/2017/02/dresden-schrott-busse-vor-frauenkirche/
deutschlandfunk.de	USA - Hunderte illegale Einwanderer festgenommen	260	http://www.deutschlandfunk.de/usa-hunderte-illegale-einwanderer-festgenommen.1818.de.html?dram:article_id=378709	
Youtube	06.02.2017 PEGIDA live vom Schlossplatz Dresden	252	https://youtu.be/yasS9_MCQxQ
Epoch Times	Rumäniens Justizminister erklärt Rücktritt nach Massendemonstrationen	251	http://www.epochtimes.de/politik/europa/rumaeniens-justizminister-erklaert-ruecktritt-nach-massendemonstrationen-2-a2044835.html	
freedomdaily.com	George Clooney is PISSED OFF after Calling For More Muslim Refugees, He Just Got NASTY Surprise When He Walks Out His Front Door!!	234	http://freedomdaily.com/george-clooney-publicly-calls-muslim-refugees-gets-nasty-surprise-walks-front-door/
Unzensuriert.at	Trump erhält Unterstützung für sein Einreiseverbot von prominenter Islamkritikerin Ayaan Hirsi Ali	233	https://www.unzensuriert.at/content/0023144-Trump-erhaelt-Unterstuetzung-fuer-sein-Einreiseverbot-von-prominenter
Facebook	NO_TITLE	176	https://www.facebook.com/pegida.daebritz/posts/822175147920230?pnref=story	
Youtube	Sex-Mob tobte in Frankfurter Restaurant-Meile - 37 Tage nach Silvester brechen Opfer ihr Schweigen	155	https://m.youtube.com/watch?v=ZAChnetnJr8
Epoch Times	Assad: "Terroristen, die in Syrien Menschen töten, sind in Europa friedliche Flüchtlinge"	148	http://www.epochtimes.de/politik/welt/assad-terroristen-in-syrien-die-menschen-toeten-sind-in-europa-friedliche-fluechtlinge-a2045761.html
metropolico.org	Chinesische Botschaft warnt vor Gefahren auf Deutschlands Strassen	130	http://www.metropolico.org/2017/02/09/chinesische-botschaft-warnt-vor-gefahren-auf-deutschlands-strassen/
