media	title	num_likes	uri	entities
FOCUS Online	Trump: "Werden den radikalen Islamismus vom Antlitz der Erde tilgen"	711	http://www.focus.de/politik/videos/antrittsrede-als-us-praesident-trump-will-den-radikalen-islamismus-vom-antlitz-der-erde-ausloeschen_id_6526114.html
DIE WELT	Sonntagsfrage Bundestagswahl: AfD überholt in Brandenburg die Regierungspartei SPD	583	https://www.welt.de/politik/deutschland/article161354806/AfD-ueberholt-in-Brandenburg-die-Regierungspartei-SPD.html	höcke;rot-rot;afd;spd;cdu
Politically Incorrect	Dresdner Rede: Gauland stellt sich hinter Höcke	435	http://www.pi-news.net/2017/01/dresdner-rede-gauland-stellt-sich-hinter-hoecke/
mdr.de	Thüringer Verfassungsschutz lehnt AfD-Beobachtung ab	383	http://www.mdr.de/thueringen/verfassungsschutz-keine-beobachtung-afd-hoecke-100.html	afd;kramer;höcke;schwesig;thüringens
krone.at	Trump: "Merkel-Asylpolitik ein schlimmer Fehler" - Neuer Rundumschlag	292	http://www.krone.at/nachrichten/trump-merkel-asylpolitik-ein-schlimmer-fehler-neuer-rundumschlag-story-548998	trump;deutschland;nato;usa;russland
DIE WELT	Erika Steinbach: „Die CDU ist mir nicht mehr rechtsstaatlich genug“	251	https://www.welt.de/politik/video161209041/Die-CDU-ist-mir-nicht-mehr-rechststaatlich-genug.html	cdu;erika;steinbach
Facebook	Watch continued LIVE coverage of Inauguration Day	245	https://www.facebook.com/FoxNews/videos/10155020403316336/?hc_ref=NEWSFEED
Politically Incorrect	Maas ruft im Bundestag zur Radikalisierung auf – Bachmann stellt Volksverhetzung-Strafanzeige	241	http://www.pi-news.net/2017/01/maas-ruft-im-bundestag-zur-radikalisierung-auf/
FOCUS Online	Sigmaringen: Stadt wehrt sich gegen Pläne zur dauerhaften Erstaufnahmestelle	208	http://www.focus.de/politik/deutschland/sigmaringen-in-baden-wuerttemberg-eine-kleine-stadt-stemmt-sich-gegen-eine-grosse-fluechtlingsunterkunft_id_6497503.html	lea;sigmaringen;schärer;alexandra;eisele
Facebook	Junge Alternative Dresden	194	https://www.facebook.com/ja.dresden/	deutschland;dresden;berlin;björn;martin
Sezession	Björn Höcke und das »Denkmal der Schande«	166	http://sezession.de/56961/	deutschland;höcke;björn;afd;jerusalem
bundestag.de	Deutscher Bundestag - Stenografischer Bericht - 211. Sitzung	145	http://dip21.bundestag.de/dip21/btp/18/18211.pdf
Facebook	Demo in Potsdam - 30 min für Deutschland	107	https://www.facebook.com/events/231183137332504/
DIE WELT	Fall Amri: Neues Gutachten bringt Ralf Jäger in Erklärungsnot	102	https://www.welt.de/regionales/nrw/article161366654/Neues-Gutachten-bringt-Ralf-Jaeger-in-Erklaerungsnot.html?wtrid=socialmedia.socialflow....socialflow_twitter	jäger;kristian;ralf;frigelj;amri
Facebook	2017 - Zeit für Veränderung	101	https://www.facebook.com/events/566811760195051/
nzz.ch	Auf Party in Eritrea: Schlecht fürs Leben. Aber gut für Ferien.	89	https://www.nzz.ch/nzzas/nzz-am-sonntag/auf-party-in-eritrea-schlecht-fuers-leben-aber-gut-fuer-ferien-ld.140998	eritrea;yohannes;schweiz;asmara;berhane
Epoch Times	Malta wirbt für Flüchtlingsabkommen mit Libyen: So könnten Mittelmeer-Migranten nach Libyen zurückgebracht werden	82	http://www.epochtimes.de/politik/welt/angst-vor-noch-mehr-fluechtlingen-eu-vorsitz-plant-in-fluechtlingskrise-verstaerkte-schutzlinie-vor-libyen-a2029515.html	libyen;malta;italien;frontex;afp
Alternative für Deutschland	NO_TITLE	76	https://www.alternativefuer.de/wp-content/uploads/sites/7/2016/05/2016-06-27_afd-grundsatzprogramm_web-version.pdf	
krone.at	Terrorziel Wien: Was wir vom Attentäter wissen - Anschlag vereitelt	74	http://www.krone.at/oesterreich/terrorziel-wien-was-wir-vom-attentaeter-wissen-anschlag-vereitelt-story-550013	wien;mediengesetz;bzw;multimedia;ecg
Politically Incorrect	Stuttgart: Pax Europa klärt über DITIB auf	72	http://www.pi-news.net/2017/01/stuttgart-pax-europa-klaert-ueber-ditib-auf/
Facebook	Eine Videobotschaft von Prof. Müller-Steinhagen!	71	https://www.facebook.com/what.stura.tud/videos/1008905322549460/?pnref=story
shz.de	DaZ-Zentrum in Neumünster: Mit Tischen beworfen und beklaut: An Sprach-Schulen eskaliert die Gewalt	68	http://www.shz.de/regionales/schleswig-holstein/mit-tischen-beworfen-und-beklaut-an-sprach-schulen-eskaliert-die-gewalt-id15876196.html	gew;cdu;dornquast;bernd;dpa
Compact Magazin	NO_TITLE	68	https://abo.compact-shop.de/
Eigentümlich Frei	Protest gegen Treffen der ENF-Fraktion: Krank melden!	64	http://ef-magazin.de/2017/01/20/10443-protest-gegen-treffen-der-enf-fraktion-krank-melden	hofmann-göttig;petry;joachim;wilders;geert
Epoch Times	Washington: "Bikers for Trump" gegen linksradikale "DisruptJ20" - Vermummte und Ausnahmezustand in den Straßen	63	http://www.epochtimes.de/politik/welt/washington-biker-for-trump-gegen-linksradikale-disruptj20-vermummte-und-ausnahmezustand-in-den-strassen-a2029116.html	washington;china;russland;obama;nordkorea
journalistenwatch.com	Women's March - Unterwerfen sich Feministinnen dem Islam?	63	http://www.journalistenwatch.com/2017/01/22/womens-march-unterwerfen-sich-feministinnen-dem-islam/	york;new;soros;march;hamas
berlinjournal.biz	Türkischstämmige Taxifahrer in Berlin ärgern Cem Özdemir	62	https://www.berlinjournal.biz/cem-oezdemir-tuerkischstaemmige-taxifahrer/	cem;özdemir;berlin;berlin-brandenburg;deutschland
kreiszeitung.de	Wissenschaftler warnen vor Debatte um verschleierte Schülerin aus Belm	61	https://www.kreiszeitung.de/lokales/niedersachsen/wissenschaftler-warnen-debatte-verschleierte-schuelerin-belm-osnabrueck-7299507.html	burka;schiffauer;silvia;werner;osnabrück
Politically Incorrect	Eilt: Autodschihad in Melbourne – Drei Tote und viele Verletzte – Täter rief Allahu Akbar	52	http://www.pi-news.net/2017/01/eilt-autodschihad-in-melbourne-drei-tote-und-viele-verletzte-taeter-rief-allahu-akbar/
schwerin-lokal.de	Erneute Auseinandersetzung unter Jugendlichen in der Marienplatzgalerie	52	http://www.schwerin-lokal.de/erneute-auseinandersetzung-unter-jugendlichen-in-der-marienplatzgalerie/	deutschland;undank;wolff
journalistenwatch.com	Linke sollen Facebook kontrollieren - Das Ende der Meinungsfreiheit?	48	http://www.journalistenwatch.com/2017/01/16/linke-sollen-facebook-kontrollieren-das-ende-der-meinungsfreiheit/	brost;deutschland;anneliese;correctiv;spiegel
Epoch Times	Lammert fordert von Muslimen Debatte über Glauben und Gewalt	47	http://www.epochtimes.de/politik/deutschland/lammert-fordert-von-muslimen-debatte-ueber-glauben-und-gewalt-a2027931.html	lammert;norbert;sean;times19;epoch
FOCUS Online	München: Beim Spaziergang an der Isar ausgeraubt	46	http://www.focus.de/panorama/welt/in-muenchen-beim-isar-spaziergang-ausgeraubt-junge-maenner-berichten-von-20-angreifern_id_6531708.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online-politik&fbc=facebook-focus-online-politik&ts=201701221633	csu;münchen;seehofer;susanne;bzw
shz.de	Neumünster: Gewalt im DaZ-Zentrum: Schulrat erklärt, was er dagegen tun will	46	http://www.shz.de/regionales/schleswig-holstein/politik/gewalt-im-daz-zentrum-schulrat-erklaert-was-er-dagegen-tun-will-id15882781.html	daz;august;stargardt;dpa;jan
tv-schwerin.de	Parchim bekommt eine neue Moschee	43	http://www.tv-schwerin.de/mediathek/873/Parchim_bekommt_eine_neue_Moschee.html
Epoch Times	Anschlag auf Bundeswehr und Polizei geplant: Komplize von Wiener IS-Terrorist in NRW verhaftet	38	http://www.epochtimes.de/politik/deutschland/anschlag-auf-bundeswehr-und-polizei-vereitelt-komplize-des-wiener-terrorverdaechtigen-in-deutschland-gefasst-a2030717.html	deutschland;nrw;wien;neuss;focus
Epoch Times	Kassel: Frau (43) angehalten und seelenruhig ausgeraubt - Drei Männer verschwanden in den Gassen der Stadt	38	http://www.epochtimes.de/politik/deutschland/kassel-frau-43-angehalten-und-seelenruhig-ausgeraubt-drei-maenner-verschwanden-in-den-gassen-der-stadt-a2025888.html	kassel;mosenthalstraße;domain;steffen;public
Unzensuriert.at	Vorbestrafter Pakistani „konnte“ nicht abgeschoben werden – dann folgte brutale Vergewaltigung	28	https://www.unzensuriert.at/content/0022962-Vorbestrafter-Pakistani-konnte-nicht-abgeschoben-werden-dann-folgte-brutale	zwickau;denken;hepatitis-c;ist;quaisar
presseportal.de	POL-IZ: 170118.3 Itzehoe: Zeugen nach Körperverletzung gesucht!	26	http://www.presseportal.de/blaulicht/pm/52209/3537889	itzehoe;merle;pol-iz;neufeld;mcdonalds
Epoch Times	Leipzig: Brutale Attacke auf alte Dame (80) - Blutüberströmte Flucht durch die Straße nach Faustschlag ins Gesicht	25	http://www.epochtimes.de/politik/deutschland/leipzig-brutale-attacke-auf-alte-dame-80-blutueberstroemte-flucht-durch-die-strasse-nach-faustschlag-ins-gesicht-a2026217.html	leipzig;hilde;friso;leipzig-lößnig;leipzig-neulindenau
