media	title	num_likes	uri	entities
ZEIT ONLINE	Neuer US-Präsident: Trump kündigt TPP-Abkommen auf	6	http://www.zeit.de/politik/ausland/2017-01/neuer-us-praesident-donald-trump-tpp-freihandelsabkommen
Tichys Einblick	„Europa steht vor der erneuten Zerstörung“	6	http://www.tichyseinblick.de/daili-es-sentials/europa-steht-vor-der-erneuten-zerstoerung/	
Facebook	Landesaufnahmebehörde Niedersachsen versucht Asylmissbrauch zu vertuschen. - Mitarbeiterin geht zur Polizei!	6	https://www.facebook.com/Informationsschalter/videos/1630720930566423/
FOCUS Online	Wahltrend: AfD gewinnt an Boden - große Koalition gerade noch möglich	6	http://www.focus.de/politik/videos/insa-meinungstrend-afd-gewinnt-weiter-an-boden-grosse-koalition-aus-spd-und-union-gerade-noch-moeglich_id_6536997.html
FOCUS Online	Dann hat Schäuble ein Problem: IWF will raus aus der Troika! Jetzt droht die griechische Schuldenbombe zu platzen	6	http://www.focus.de/finanzen/videos/dann-hat-schaeuble-ein-problem-iwf-will-raus-aus-der-troika-jetzt-droht-die-griechische-schuldenbombe-zu-platzen_id_6539803.html
Facebook	Linke Schleuser-Tipps	5	https://www.facebook.com/Freunde-der-AfD-Fulda-865524700207747/
schwaebische.de	Sigmaringen: Flüchtlinge haben zum Alfons X keinen Zutritt	5	http://www.schwaebische.de/region_artikel,-Fluechtlinge-haben-zum-Alfons-X-keinen-Zutritt-_arid,10604666_toid,623.html
philosophia-perennis.com	FAZ: Deutsche Presseagentur (dpa) hat zu Höckes Rede Falschmeldung verbreitet	5	https://philosophia-perennis.com/2017/01/23/dpa-falschmeldung-hoecke/
FOCUS Online	Wahl 2017: Stimmungstest für Merkel: Kandidatenkür im heimatlichen Vorpommern	5	http://www.focus.de/politik/deutschland/bundestagswahl-2017-stimmungstest-fuer-merkel-kandidatenkuer-im-heimatlichen-vorpommern_id_6554033.html
Facebook	Maybrit Illner	5	https://www.facebook.com/MaybritIllner/?fref=ts
RT	Trump verhängt lebenslängliches Lobby-Verbot für Regierungsvertreter	5	https://deutsch.rt.com/newsticker/45881-trump-verhangt-lebenslangliches-lobby-verbot/
Youtube	AfD-Zuwachs in NRW auf Kosten der SPD	5	https://www.youtube.com/watch?v=04XWYVlR_Bk
Facebook	Spuren im lippischen Schnee zum Auftakt des Wahljahres 2017	5	https://www.facebook.com/1042777465818516/photos/a.1044704585625804.1073741828.1042777465818516/1198267916936136/?type=3&theater
merkel-muss-weg-mittwoch.de	Merkel muss weg Mittwoch - Franz Wiese AfD demonstriert	4	http://merkel-muss-weg-mittwoch.de/	
DIE WELT	AfD-Politiker: KZ-Gedenkstätte lädt Höcke aus - der antwortet prompt	4	https://www.welt.de/politik/deutschland/article161542519/KZ-Gedenkstaette-laedt-Hoecke-aus-der-antwortet-prompt.html
Facebook	AfD Kreisverband Göppingen	4	https://www.facebook.com/AfDKreisverbandGP/
t-online.de	Donald Trump kündigt "großen Tag" für nationale Sicherheit an	4	http://www.t-online.de/nachrichten/ausland/usa/id_80171396/usa-donald-trump-kuendigt-grossen-tag-fuer-nationale-sicherheit-an.html
DIE WELT	Flüchtlingskrise: Polizeigewerkschaft will Grenzzaun für Deutschland	4	https://www.welt.de/politik/deutschland/article147725643/Polizeigewerkschaft-fordert-deutschen-Grenzzaun.html
Facebook	MERKEL BEGRÜSST SCHWARZES PRINZENPAAR	4	https://www.facebook.com/MERKEL.schafft.uns.ab/videos/1864756880409499/
otz.de	KZ-Gedenkstätte Buchenwald: Polizei stoppt Höcke an Zufahrt	4	http://www.otz.de/startseite/detail/-/specific/KZ-Gedenkstaette-Buchenwald-Hoecke-kehrt-nach-Hausverbot-um-1368825214
FOCUS Online	Unterstützung der RAF: Unveröffentlichtes Strafurteil von Christian Ströbele	4	http://m.focus.de/politik/deutschland/unveroeffentlichtes-strafurteil-gruenen-politiker-stroebele-war-tief-in-terrorismus-der-1970er-jahre-verstrickt_id_6545100.html
ZUERST!	  Orbán kritisiert SPD-Kanzlerkandidat Schulz: „Er hat eine komplett andere Vorstellung von Europa“	4	http://zuerst.de/2017/01/28/orban-kritisiert-spd-kanzlerkandidat-schulz-er-hat-eine-komplett-andere-vorstellung-von-europa/
FOCUS Online	Trump: Darum ist der Protest gegen ihn paradox	4	http://www.focus.de/politik/experten/kelle/gastbeitrag-von-klaus-kelle-linkes-paradox-wer-sonst-immer-nach-diversity-schreit-kann-nicht-gegen-trump-sein_id_6532728.html
n-tv.de	Schutz vor Terroristen: Trump verfügt Einreisestopp für Muslime	4	http://www.n-tv.de/mediathek/videos/politik/Trump-verfuegt-Einreisestopp-fuer-Muslime-article19671567.html
derwesten.de	Landesparteitag der AfD in Oberhausen: Pfeiff-Konzert, Groß-Einsatz der Polizei: Was die NRW-AfD heute in Oberhausen verabschieden will	4	http://www.derwesten.de/staedte/oberhausen/protest-gross-einsatz-der-polizei-der-afd-parteitag-in-oberhausen-beginnt-id209430139.html
Facebook	NO_TITLE	4	https://www.facebook.com/AfD.Thueringen/photos/a.179598345526006.1073741829.166760213476486/748877585264743/?type=3	
truth24.net	Vollpension für Flüchtlinge, Deutsche müssen hungern | ein Bügermeister sagt die Wahrheit	3	http://www.truth24.net/vollpension-fuer-fluechtlinge-deutsche-muessen-hungern-ein-buegermeister-sagt-die-wahrheit/
